index	input	target
2998	mesin dalam?	dia hadir . itu akan menjadi kesenangannya.
3004	aku lebih suka kamu tidak.	apa masalahnya ?
3010	mesin.	jika bukan dia, tidak ada kesepakatan.
3014	dan mereka ?	saya ingin melihat Anda bekerja.
3017	itu lima ribu dolar.	Apakah itu ?
3022	menyanjung. dan, siapakah cewek kecil penuh warna Anda?	sesama investor.
3058	panggil aku tom.	baiklah, tom.
3087	kenapa?	karena kita pergi ke sana.
3109	apa yang kamu inginkan ?	siapa mesinnya?
3111	bercinta denganmu!	mulai mengenali suatu pola?
3113	bagaimana kamu menemukan saya di sini?	jangan bertanya.
3126	eddie.	ya, siapa ini?
3128	bercinta denganmu!	film selebritas.
3141	bercinta denganmu.	berikan aku filmnya.
3142	Anda hampir melampaui batas Anda.	bercinta denganmu.
3160	mereka bukan teman saya.	kecuali, Anda bersedia melakukan pembunuhan dengan mereka.
3173	dari jenis apa?	Anda seorang detektif swasta?
3211	kamu sedang belajar.	di mana dia menjualnya?
3212	produk khusus.	kamu sedang belajar.
3229	dua puluh lima .	dimana orangtuamu ?
3230	Berapakah umur Anda ?	dua puluh lima .
3262	sudah berapa lama kamu bekerja di sana?	tiga, empat tahun.
3263	bagus untukmu .	sudah berapa lama kamu bekerja di sana?
3280	bisakah saya menarik Anda dalam baterai dioperasikan-vagina?	maaf saya
3293	Nyonya . christian, tom welles di sini.	Apa kabar ? memiliki keberuntungan?
3309	Saya tidak yakin ini berarti apa-apa.	pemeriksaan itu untuk jumlah ganjil. . .
3314	Anda telah menemukan orang yang hilang sebelumnya.	tidak ada yang seperti ini.
3320	saya bilang saya tidak bisa, belum.	kamu tidak punya pilihan lain.
3399	Apakah Anda beragama ?	tidak .
3419	dari mana dia lari?	saya tidak tahu.
3446	itu adalah barang-barangnya.	barang-barangnya?
3447	apa ini ?	itu adalah barang-barangnya.
3464	tidak kamu tidak boleh .	baik . baik .
3467	luar biasa. kami menerima mastercard dan american express.	uang tunai.
3468	oke, saya akan mengambil semuanya.	luar biasa. kami menerima mastercard dan american express.
3482	Anda baik-baik saja ?	kristen . . .
3484	kincaid dan joey meninggal tadi malam.	apa ?
3518	kami memiliki barang yang cocok.	apa ?
3567	tidak . . .	kau adalah saudara perempuannya, kan?
3582	hei, kami semua menyesal. . .	dia tahu dia akan mati.
3589	biarkan aku berbicara denganmu.	jadi ada apa ? apa yang aku rindukan?
3590	saya tidak mengerti.	biarkan aku berbicara denganmu.
3594	t-t-terima kasih alice. . .	bumi untuk alice. . .
3621	kamu memiliki benjolan jahat.	aku harus keluar dari sini.
3633	maafkan kami, sayang.	tidak apa-apa, dan
3643	siapa bilang aku tidak menyukaimu?	temanku, dengan tangan yang lucu.
3658	bukankah seharusnya kamu ada di kamarmu, jacob?	itu sepi di sana, di kamarku.
3660	hei . .bangun .	huh ?
3689	menyadarkan. . .	sangat lucu .
3697	kemana kita akan pergi ?	mengambil gambar .
3700	tidak . kesepakatan adalah kesepakatan.	ayah!
3713	kamu pikir itu tempat dia dimakamkan?	jika mereka benar-benar peduli untuk menguburnya.
3760	mereka pikir aku gila.	itu masalah mereka.
3768	sayangku !	apa, Anda sudah menamakannya?
3783	tandai, apakah Anda baik-baik saja?	ya aku hanya ace.
3785	saya harus menulis beberapa ini.	itu sebabnya itu salah saya dan mati.
3789	belum lagi patah hati psoriasis.	greta, ayo. satu burger denganku?
3802	kehidupan selanjutnya . oh, apa itu?	cintaku yang abadi. punya.
3827	muntahan?	pingsan.
3833	tetapi jika mereka <u> melakukan </ u>?	saya tidak tahu.
3858	kamu keluar. ini datang untukmu.	ayahku ! bukan dia - ?
3875	suatu tempat di sana?	bertanya-tanya di mana powell dan carney?
3917	karang!	jadi mereka juga ikut denganmu?
3922	sidearms? tapi piringnya mati.	kami harap !
3933	bagaimana dengan turun?	i. . .tidak tahu!
3952	sekarang mereka merasakannya. . .Jauh di bawah .	tingkat radiasi. . .sangat meningkat. . .
3985	tapi - apa yang bisa kita capai?	kita bisa <u> ram </ u> padanya!
3989	apa waktu berjalannya?	tiga puluh empat detik!
4006	jelas.	<u> bahwa </ u> mungkin sedikit </ u> <u> kasar </ u>!
4016	dia melakukan !	saya takut tidak. oleh karena itu -
4037	baik, saya akan -!	saya akan menjadi yang lain!
4050	ada yang menawarkan untuk membelinya?	sebetulnya, ya. lariviere.
4066	tidak . hitam.	apakah kamu baik-baik saja, menyeberang?
4072	katakan padaku .	chub bilang kamu dipecat.
4079	Apa yang sedang kalian rencanakan?	kotoran tua yang sama.
4091	seberapa cepat ?	musim semi ini .
4097	Anda tidak dapat membeli wade off.	kami membelikanmu.
4110	Saya mendengar Twombley tertembak.	ya
4111	Anda mendengar beritanya.	Saya mendengar Twombley tertembak.
4118	keamanan di?	ya
4123	mereka berkata .	hmm .
4128	Anda bermain untuk sox?	menggandakan a. britain baru.
4129	disusun oleh sox merah.	Anda bermain untuk sox?
4143	ya	Anda mungkin tidak membunuhnya.
4144	jika kau mengerti ?	ya
4147	benar sekali !	sudah banyak menembak dengan senapan itu?
4159	Aku keluar dari sini.	lawford?
4169	tentu saja Anda lakukan.	apa ?
4178	ya	dari mana kamu mendapatkan darah?
4179	kamu menjauh?	ya
4185	dari mana Twombley tertembak?	di dada.
4189	bajingan itu punya balok tingginya.	Sial.
4190	benar!	bajingan itu punya balok tingginya.
4211	jill, tolong, tidak apa-apa. tidak ada yang terjadi .	Saya ingin pulang ke rumah .
4214	Anda seorang polisi.	tidak. tidak lagi . saya bukan apa-apa lagi.
4215	aku tahu .	Anda seorang polisi.
4218	Saya ingin pulang ke rumah .	kamu tidak bisa.
4221	tolong jangan menangis. tolong sayang .	apa yang kamu minta maaf?
4223	baik .	baik .
4230	apa yang kamu inginkan, lalu?	tidak ada .
4231	tidak .	apa yang kamu inginkan, lalu?
4236	kakek. ayahku . ini miliknya.	oh .
4238	itu milik pop.	pop?
4260	iya nih .	jesus, mengapa?
4275	bukan itu .	lalu bagaimana ?
4287	apakah itu lucu?	bagi kami itu.
4291	ya itu bodoh.	Saya kira mereka bodoh.
4292	menghancurkan barang-barang?	ya itu bodoh.
4298	itu adalah hoyts.	saya tidak peduli. mereka keluar.
4309	kamu dan mel gordon?	bisa jadi .
4311	saya tidak akan melakukannya. kamu tertarik?	mungkin .
4312	jangan nyalakan itu di sini. aku alergi .	saya tidak akan melakukannya. kamu tertarik?
4313	ingin membeli ?	jangan nyalakan itu di sini. aku alergi .
4321	aku melihat mel gordon di sini pagi ini.	begitu?
4353	apa yang terburu-buru?	kecelakaan berburu. jack dan twombley.
4358	Anda tidak ingin membayar ekstra polisi?	Saya tidak mengatakan itu.
4368	besok, gordon.	lihat salju ini. datang malam ini.
4376	Lihat . dapatkan sepatu bot Anda.	Hai sayang .
4377	ya, banyak.	Lihat . dapatkan sepatu bot Anda.
4390	ya	dia tumbuh dewasa, bukan?
4398	mel gordon.	saya masih tidak mengerti -
4401	apakah Anda mendapatkan nomor teleponnya?	saya tahu siapa itu.
4420	aneh.	pikir mereka baik-baik saja?
4432	oh, wade .	Aku sudah memikirkannya, itu saja.
4452	uang.	jack tidak butuh uang.
4461	malam ini mari kita bersama.	baik .
4466	kamu tidak bermaksud begitu.	ya maksud saya itu.
4472	aku minta maaf tentang apa yang aku katakan.	bilang apa ?
4473	ya	aku minta maaf tentang apa yang aku katakan.
4486	itu membuatku sedih.	bisa -- ?
4521	baik, saya kira - itulah yang dia katakan.	dia sudah mendapatkan rusanya?
4522	kantornya . maksudmu kantor lamaku.	baik, saya kira - itulah yang dia katakan.
4543	itu tidak terlihat benar.	apa ?
4555	cinta! saya terbuat dari cinta!	sebut saja apa yang Anda inginkan.
4580	tidak ada .	kamu anak yang tidak baik!
4621	lalu siapa yang menembaknya?	baiklah, temanmu, kurasa. jack hewitt.
4635	tidak, terima kasih . saya tidak minum.	ya saya lupa .
4643	ya saya kira .	Tidurlah .
4653	lillian ada di sini. di lawford.	huh ?
4656	Anda pikir jack menembaknya?	yah, itu kecelakaan.
4657	tidak ada apa-apa.	Anda pikir jack menembaknya?
4659	siapa ?	Twombley.
4670	ayah Ayah, tolonglah. . .	jim. . . untuk hal-hal baik!
4673	ibu	ya sayang ?
4677	beberapa anak mengejekmu?	bukan itu intinya.
4695	Anda bukan presiden, sayang.	yeah, no duh.
4712	mereka disana !	oke, saya memperlambat kita.
4720	alice!	ayah . .
4722	itu adalah pengalaman seumur hidup.	bagaimana tentang pelukan untuk lelaki tua itu.
4725	oooooh, aku baik-baik saja.	hei, kalian sudah kembali?
4740	apakah Anda melihat panel pemeliharaan?	mengerti .
4751	mengerti .	tetap tenang .
4755	siapa yang menerbangkan pesawat sialan itu?	Saya melakukan apa yang saya bisa.
4756	dia sibuk mati.	siapa yang menerbangkan pesawat sialan itu?
4757	letakkan pilot Anda.	dia sibuk mati.
4766	mereka tidak menjawab panggilan mereka.	ini tidak masuk akal.
4777	itu ad-lib yang bagus, Pak.	terima kasih. menulisnya tadi malam.
4797	kenapa?	karena itu adalah tugas saya.
4799	agen khusus gibbs. kamu membantu melakukan ini?	ya, mr. Presiden .
4818	psikologi. mereka mencoba untuk membuat kita bingung.	baik itu berhasil.
4827	mati.	berapa banyak yang terbunuh?
4852	saya kira itu tergantung pada perspektif Anda.	dan semua kamar ini di sini?
4862	jim. . .	tiga. . .
4878	apakah kamu harus sangat brutal?	iya nih
4881	aku tahu dia meninggalkanmu di belakang.	Suamiku adalah pria yang sangat berani.
4886	sekarang, atau dia meninggal, tolong.	ayolah, alice.
4896	rasa kekalahan itu pahit, bukan?	satu hal yang saya pelajari sebagai
4919	Pak, kami tinggal dengan presiden.	itu tidak perlu.
4936	apa yang sedang kamu lakukan ?	menerbangkan pesawat.
4938	panggil petrov. . . aku akan kembali .	kamu berdua .
4940	aku tidak tahu kenapa kamu tinggal.	silahkan . . . jangan mulai dengan saya.
4951	apa ?	aku merindukanmu . dan aku merindukannya.
4961	bolehkah saya berbicara dengan Anda sebentar?	tidak bisakah menunggu?
4965	di mana kita mengirimnya?	ruang situasi rumah putih.
4980	tapi . .	dua. . . tiga. pergi!
4994	ini adalah presiden.	ya benar .
4999	kita ketagihan!	kita ketagihan. melompat ke posisi.
5001	terbuka!	apakah Anda melihat penuh?
5006	Sial.	sudah berapa lama sejak kamu terbang, pak?
5007	iraq? shep, kamu dipecat.	Sial.
5008	iraq, pak. kita sudah berakhir iraq.	iraq? shep, kamu dipecat.
5012	gembala.	Tuan . .
5020	Anda memberi saya bisul.	itu pekerjaanku.
5038	kruger, sagitarius.	komisaris, aquarius.
5043	lupakan . saya sedang membaca.	saya sedang membaca juga.
5050	apa ?	saya hanya berharap sesederhana itu.
5061	ya saya lakukan . . .	terasa seperti asteroid besar.
5062	apakah kamu merasakan itu?	ya saya lakukan . . .
5082	Apakah kamu takut ?	tidak ketika aku bersamamu, ted.
5085	itu benar - ejeksi dini.	apa yang akan terjadi padanya, ted?
5102	elaine!	ted!
5118	tidak sekarang, elaine!	ted!
5119	ted.	tidak sekarang, elaine!
5129	tidak selamat tinggal, elaine. Pergi saja .	jika itu yang Anda inginkan.
5146	ted, ada apa?	tanya simon.
5152	elaine.	juga. . . !
5176	aku pikir begitu .	itu pacarku.
5177	Sudahkah Anda meluruskannya sekarang?	aku pikir begitu .
5184	Saya kira ini adalah yang pertama untuk Anda.	tidak, aku sudah bersemangat sebelumnya.
5211	lanjutkan .	Anda memiliki payudara yang bagus.
5220	"kegagalan terputus-putus dalam mode pemindaian ""r"". menganalisis."	negatif.
5254	baiklah, kapten oveur. lebih .	direbus! belum selesai ! lebih !
5266	enam belas 'c', mengapa?	dia membawa bom.
5287	kamu tidak bisa masuk ke sana!	jangan mencoba menghentikan saya!
5347	itu sangat baik dari kamu. Terima kasih .	ah, tidakkah kamu akan duduk?
5385	baiklah. . .	tidak . tidak ada yang saya tahu.
5396	ya, ya, saya ingat. saya punya lasagna.	apa yang dia punya?
5408	melihat mereka, elaine?	uh huh .
5424	dan sedikit es.	dan sedikit es!
5446	aku mencintaimu, elaine.	Aku cinta kamu .
5452	ted, apa yang kamu lakukan di sini?	elaine, aku harus berbicara denganmu.
5483	tagihan ! tagihan ! selamat tinggal, tagihan.	Selamat tinggal sayang .
5498	ya, kapten?	apakah Anda memutuskan landasan belum?
5521	oh, saya ingin sekali.	oke, ini adalah salah satu favorit saya.
5524	aku randy.	saya lisa. oh, kamu punya gitar!
5541	huh ?	roger.
5605	william harcourt?	iya nih . . .
5616	bagaimana penampilanku ?	kamu terlihat sangat baik .
5626	. . . ini harcourt.	harcourt mati.
5627	apa ini ? !	. . . ini harcourt.
5670	apa itu tadi?	tidak ada .
5677	Hentikan mobilnya .	kenapa?
5678	ayo, ayo pergi, bung. selancar!	Hentikan mobilnya .
5680	baik, mari kita gulung, george.	ke. . . ke pantai ?
5714	siapa dia ?	todd watson. asisten manajer.
5716	ss'trokya ss'lato 'na'.	ya, itu dia. katakan itu lambat.
5723	yang mana itu? mentah apa?	ini adalah tahi lalat. ini baik .
5733	matthew, Anda tidak perlu--.	tetap kembali! saya baik-baik saja .
5736	katakan padaku .	pasangan ibumu di luar musim.
5738	dasar .	sekrup aku? itu tidak mungkin benar.
5740	tetapi saya-- .	saya akan menanganinya.
5741	mundur, george.	tetapi saya-- .
5742	uh, matthew. . .	mundur, george.
5745	siapa yang bilang ?	di ujung bar.
5749	kenapa kamu melakukannya ?	kenapa aku melakukan apa?
5768	dapatkan gambarnya?	dan itu cocok?
5771	bukankah seharusnya kita memeriksa efek pribadi mereka?	apa ini ?
5772	tidak ada ?	bukankah seharusnya kita memeriksa efek pribadi mereka?
5773	tidak ada .	tidak ada ?
5774	apa ini ? apa yang sedang terjadi ?	tidak ada .
5826	coba strader joshua, ya, sayang '?	untuk kamu, apa saja.
5833	S'Ka'ta '.	apa itu ?
5846	Anda mengambil usus ini juga, bukan?	ya
5858	kebijakan departemen.	kamu ?
5863	saya tidak bisa! Apakah boleh !	aku akan melindungimu! Keluarlah Dari Sini ! !
5864	Keluarlah Dari Sini !	saya tidak bisa! Apakah boleh !
5871	apakah itu terlihat mencurigakan bagimu?	apa yang memberi Anda ide itu?
5880	berharap pipa mereka sama.	ini .
5882	bicara padaku, hudson.	uh, sepertinya ada di depan dan belakang.
5883	tidak bisa mengunci. . .	bicara padaku, hudson.
5884	posisi?	tidak bisa mengunci. . .
5885	gerakan!	posisi?
5896	unit api saja. Saya ingin senapan digantung.	Ayo pergi . tarik mereka keluar.
5906	Anda baik-baik saja, uskup.	baik, terima kasih, saya -
5910	kami tidak akan pergi!	ripley. . .
5911	banyak sekali! dua puluh enam menit!	kami tidak akan pergi!
5912	berapa lama ?	banyak sekali! dua puluh enam menit!
5918	Aku akan pergi .	apa ?
5923	itu dia . lihat itu? ventilasi darurat.	berapa lama sampai bertiup?
5948	kamu bangsat .	jangan membuat saya menarik pangkat, ripley.
5977	betul .	menjalankan loader, forklift, hal semacam itu?
5984	tidak . tidak ada jalan !	dengarkan aku . . .
6007	masih tidak ada apapun dari koloni itu?	mati di semua saluran.
6016	Saya mengatakan kepada mereka untuk mundur. . .	mereka tidak aktif! lakukan sesuatu !
6023	saya tidak tahu.	masuk ke dalam.
6024	apa itu ?	saya tidak tahu.
6032	bagaimana bisa tetes ini untuk Anda, letnan?	tiga puluh delapan . . . dirumuskan.
6039	Pak, cpu on-line.	oke, bersiaplah dalam operasi. Ayo pergi .
6041	. . .kita masuk.	dia datang. saya merasa lebih aman.
6048	hudson, pak. dia hicks.	apa pertanyaannya ?
6049	ya, hicks?	hudson, pak. dia hicks.
6050	Tuan?	ya, hicks?
6053	Ayo pergi ! Ayo pergi !	sialan!
6055	baik Anda tidak membacanya dengan benar!	enam meter. lima. apa yang fu -
6057	tujuh belas meter.	mari kita hal-hal ini dinyalakan.
6059	sudut ! siap?	lakukan !
6069	ayo kita keluar dari sini!	bukan terowongan itu, yang satunya lagi!
6071	Simpan itu .	tentu, hicks.
6073	melawan.	jangan lama-lama, ellen.
6075	hicks, jangan biarkan dia pergi.	kita tidak akan kemana-mana.
6079	terkunci.	mundur .
6095	mereka akan mendapatkan kita.	mungkin . mungkin tidak .
6101	mereka berada di koridor pendekatan.	dalam perjalanan .
6111	itu di dalam kompleks.	Anda baru saja membaca saya.
6119	bercinta denganmu.	kapan saja. di mana saja.
6124	tidak bisa. itu di dalam ruangan!	itu sudah benar. lihat!
6125	sembilan meter. delapan.	tidak bisa. itu di dalam ruangan!
6131	berkisar dua puluh meter.	tutup pintunya.
6144	terima kasih.	uh, apa selanjutnya?
6167	dan bagaimana kita hari ini?	buruk .
6169	bisakah kita bermimpi?	ya sayang . Saya pikir kita berdua bisa.
6170	betul .	bisakah kita bermimpi?
6171	Apakah kita akan tidur sekarang?	betul .
6172	di sini, sayang. disini .	Apakah kita akan tidur sekarang?
6173	mommy. . .mommy?	di sini, sayang. disini .
6177	cara ini . ayo, kita hampir sampai!	kadal, tunggu!
6182	burke! Buka pintunya !	lihat!
6191	pergi.	maksudmu mati.
6192	dimana dia ?	pergi.
6193	iya nih . seorang gadis kecil .	dimana dia ?
6194	apakah kamu pernah punya bayi?	iya nih . seorang gadis kecil .
6195	tidak, itu berbeda, sayang.	apakah kamu pernah punya bayi?
6198	apakah salah satu dari hal-hal itu tumbuh di dalam dirinya?	saya tidak tahu, kadal. itulah yang sebenarnya .
6201	ya, ada, tidak ada di sana.	mengapa mereka memberi tahu anak-anak kecil itu?
6209	saya kira kita tidak akan pergi, bukan?	maaf, baru.
6215	menyeberangi hatiku.	dan berharap mati?
6216	Anda berjanji ?	menyeberangi hatiku.
6222	aku tidak ingin kamu untuk seorang teman.	kenapa tidak ?
6223	bagaimana dengan saya ?	aku tidak ingin kamu untuk seorang teman.
6224	casey dia satu-satunya temanku.	bagaimana dengan saya ?
6228	enam puluh, mungkin tujuh puluh keluarga.	jesus yang manis.
6229	berapa banyak kolonis?	enam puluh, mungkin tujuh puluh keluarga.
6247	rahmatnya sangat marah padamu.	apa maksudmu ?
6254	sangat pintar.	artinya kamu tidak menyukainya.
6255	apa yang kamu pikirkan tentang musik?	sangat pintar.
6256	kamu luhur.	apa yang kamu pikirkan tentang musik?
6257	bagaimana saya? katakan padaku dengan jujur.	kamu luhur.
6260	pernikahan !	baik, apa bedanya bagimu?
6261	apa ?	pernikahan !
6262	Tahukah kamu ? sudahkah kamu dengar?	apa ?
6265	kenapa?	penampilan dan bakat tidak selalu berjalan bersama, katherina.
6266	Anda mungkin kecewa.	kenapa?
6267	dia terlihat seperti apa ?	Anda mungkin kecewa.
6268	mungkin.	dia terlihat seperti apa ?
6273	oh !	sebuah rumah bordil Turki.
6274	sebuah rumah bordil.	oh !
6275	apa itu ?	sebuah rumah bordil.
6276	di harem.	apa itu ?
6277	dimana?	di harem.
6282	tidak .	bagaimana Anda tahu ?
6283	apakah ada bagian untukku?	tidak .
6284	iya nih .	apakah ada bagian untukku?
6287	baik, saya mendengar Anda bertemu herr mozart.	oh? berita bergerak cepat di Wina.
6291	guru	Selamat pagi .
6296	apakah dia seorang yang baik?	apa ? ?
6298	tidak, dia baik-baik saja.	aku sangat lega.
6299	apakah ibunya masih terbaring di lantai?	tidak, dia baik-baik saja.
6300	oh - maafkan saya!	apakah ibunya masih terbaring di lantai?
6302	jangan repot-repot.	aku akan segera kembali .
6303	apa ?	jangan repot-repot.
6304	jangan repot-repot!	apa ?
6312	Pak -	anakmu adalah bocah nakal, manja, manja.
6336	iya nih !	kenapa?
6337	sekarang ?	iya nih !
6338	saya ingin kembali ke vienna.	sekarang ?
6339	dimana?	saya ingin kembali ke vienna.
6340	saya ingin pergi !	dimana?
6341	apa itu ?	saya ingin pergi !
6345	kenapa tidak ?	itu membunuhku .
6346	saya tidak bisa menulisnya!	kenapa tidak ?
6347	berikan saya satu alasan yang bisa saya mengerti.	saya tidak bisa menulisnya!
6352	tidak . jangan menjawabnya!	kenapa?
6354	kenapa tidak ?	Anda akan berpikir saya gila.
6355	aku tidak memberitahumu.	kenapa tidak ?
6358	tidak ada siapa-siapa.	saya mendengar suara-suara.
6359	siapa itu ?	tidak ada siapa-siapa.
6368	kamu tidak akan melakukan ini?	kenapa tidak ? separuh rumah!
