index	input	target
2779	apipoussan !	apipoussan ?
2783	all 900 .	you learned 900 languages in five minutes ? !
2784	which one ?	all 900 .
2785	learning language .	which one ?
2786	finished what ?	learning language .
2796	cornelius . .	oh god !
2797	you hear that ?	cornelius . .
2799	valo massa . . . chacha hamas .	uh . .you're welcome .
2801	apipoulai !	"i suppose that means ""hi"" ?"
2810	thanks . .	you're welcome . .
2818	the cash man !	been here long ?
2822	this thing solid ?	an elephant couldn't crack it .
2834	actually only one cell survived . .	have you identified it ?
2835	this is all that survived ?	actually only one cell survived . .
2837	they just landed in the desert .	how much time is left ?
2841	the-stones weren't aboard the ship .	 . . .what do you mean ?
2849	wait or act .	recommendations .
2850	options .	wait or act .
2856	is that better ?	perfect, mr . president .
2860	drink !	to fame . . salud . .
2879	got it .	how's our deal coming along ?
2890	mrs . christian .	what ?
2891	who are you calling ?	mrs . christian .
2895	you're killing me . . .	don't . . .
2896	i don't know what to say	you're killing me . . .
2903	you couldn't ?	you don't understand . . .
2904	i wanted to call . i couldn't .	you couldn't ?
2916	 . . . what's going on ?	just do it, amy, please, go .
2922	hello ?	amy, it's me . listen very carefully . .
2936	i love you .	i love you .
2937	honey, i'm not, please . . .	i love you .
2943	well, i'm not smoking, okay ?	okay, i believe you .
2944	i'm not accusing you . . .	well, i'm not smoking, okay ?
2947	smoking ? i'm not smoking .	your clothing reeks of it .
2950	welcome home .	do you know how much i missed you ?
2954	snuff ?	what you see is what i got, mister .
2955	there's nothing harder .	snuff ?
2956	anything harder ?	there's nothing harder .
2960	what the fuck . . . !	i promised him to machine .
2962	dino . . .	nobody knows anything .
2967	bullshit .	i'm telling you . . .
2980	you remember mr . longdale, don't you ?	i remember him .
2983	empty the gun onto the table, very carefully .	look, i don't know what this . . .
2985	what are you . . . ?	take out your gun !
2990	they should be here any minute .	what are these for ?
2991	where are the women ?	they should be here any minute .
2992	excellent .	where are the women ?
2993	right here .	excellent .
2994	you brought the money ?	right here .
2996	where's that ?	brooklyn . don't be late .
2998	machine's in ?	he's in . it will be his pleasure .
3003	what's the problem ?	i'm camera shy .
3004	i'd rather you didn't .	what's the problem ?
3010	machine .	if it's not him, there's no deal .
3013	i want to watch you work .	i'll consider it .
3014	and they are ?	i want to watch you work .
3017	that's five thousand dollars .	is it ?
3021	a fellow investor .	hmm .
3022	flattering . and, who's your colorful little chum ?	a fellow investor .
3031	leave him alone .	fuck off .
3032	you're a dead man .	leave him alone .
3051	i figured you share information .	we do .
3058	call me tom .	alright, tom .
3063	easy enough for you .	i never killed anyone .
3066	do it .	don't think i won't .
3071	you got absolute zero .	show me where you buried her .
3072	stop talking .	you got absolute zero .
3087	why ?	because we're going there .
3098	how much did he pay you ?	thirty thousand each, that fucking cocksucker .
3099	yeah .	how much did he pay you ?
3106	i want his name .	i told you, i don't know .
3107	i don't know . . .	i want his name .
3108	who is machine ?	i don't know . . .
3109	what do you want ?	who is machine ?
3110	starting to recognize a pattern ?	what do you want ?
3111	fuck you !	starting to recognize a pattern ?
3112	don't ask questions .	fuck you !
3113	how'd you find me here ?	don't ask questions .
3114	don't bore me with that bullshit .	how'd you find me here ?
3115	i'm gonna kill you .	don't bore me with that bullshit .
3122	i know what you did .	who is this .
3123	what ?	i know what you did .
3124	i know what you did .	what ?
3125	yeah, who's this ?	i know what you did .
3126	eddie .	yeah, who's this ?
3127	celebrity films .	eddie .
3128	fuck you !	celebrity films .
3139	you'll get it when we get there .	give me the film .
3140	give me the film .	you'll get it when we get there .
3141	fuck you .	give me the film .
3142	you almost went over your limit .	fuck you .
3145	isn't it incredibly obvious ?	enlighten me .
3149	you're asking me why ?	i'm asking .
3160	they're no friends of mine .	except, you're willing commit murder with them .
3172	you are a private investigator ?	that's right .
3173	of what sort ?	you are a private investigator ?
3198	it's their presidential suite .	great .
3211	you're learning .	where does he sell it ?
3212	specialty product .	you're learning .
3228	where are your parents ?	i don't know, where are yours ?
3229	twenty-five .	where are your parents ?
3230	how old are you ?	twenty-five .
3241	 . . . hello . . . ?	wake up, pops . your education begins tonight .
3248	how much do you make now ?	four hundred a week, off the books .
3249	how much ?	how much do you make now ?
3253	you're a private eye . like shaft .	not quite .
3254	i'm not a cop .	you're a private eye . like shaft .
3262	how long you been working there ?	three, four years .
3263	good for you .	how long you been working there ?
3280	can i interest you in a battery operated-vagina ?	pardon me ?
3281	yeah . . . guess so .	can i interest you in a battery operated-vagina ?
3282	big date tonight ?	yeah . . . guess so .
3293	mrs . christian, tom welles here .	how are you ? having any luck ?
3294	hello ?	mrs . christian, tom welles here .
3302	hello . . . ?	i'm here .
3309	i'm not positive this means anything .	the checks were for odd amounts . . .
3314	you've found missing persons before .	nothing remotely like this .
3320	i told you i can't, not yet .	you don't have any other choice .
3355	thank you .	he's odd .
3360	mister welles . you're very prompt .	i try to be .
3398	no .	you should be .
3399	are you religious ?	no .
3400	we're all like that .	are you religious ?
3413	why do you think he did it ?	it got to be too much for him .
3419	what was she running from ?	i don't know .
3446	those are her belongings .	her belongings ?
3447	what is this ?	those are her belongings .
3458	none too discreet, is he ?	no, sir, he is not .
3464	no, you may not .	okay . fine .
3467	excellent . we accept mastercard and american express .	cash .
3468	okay, i'll take it all .	excellent . we accept mastercard and american express .
3474	yeah, or turn you into toast .	i can't go back to sleep again .
3478	doesn't the dream master work for you anymore ?	i can't find him .
3479	it was bad .	doesn't the dream master work for you anymore ?
3482	you alright ?	kristen . . .
3484	kincaid and joey died last night .	what ?
3485	what's wrong ?	kincaid and joey died last night .
3486	alice, you think you can leave ?	what's wrong ?
3510	i'm sure they're around .	yeah, i'm not so sure .
3515	that obvious, huh ?	then you saw him, too ?
3516	you've been up all night ?	that obvious, huh ?
3517	what ?	you've been up all night ?
3518	we have matching luggage .	what ?
3519	ohhhhbaby, i am dead on my feet .	we have matching luggage .
3526	you look great !	save it for later . come on !
3534	as long as your driving doesn't kill us .	it's okay, we're just about there .
3547	not really .	is there something we can do ?
3551	how long have you been awake ?	three days .
3556	i've been working double shifts .	extra money, huh ?
3567	no . . .	you're his sister, right ?
3570	it was freddy .	enough of that crap .
3575	rick, please .	alright, i think i see salvation . . .
3582	hey man, we're all sorry . . .	she knew she was gonna die .
3589	let me talk to you .	so what's up ? what'd i miss ?
3590	i don't get it .	let me talk to you .
3594	t-t-thanks alice . . .	earth to alice . . .
3600	what's wrong with me ?	your distraught . it'll help . . .
3612	what is it ?	oh god ! he killed them !
3614	what ?	when dad's popping aspiring like popcorn, it's avoid-all-contact-day .
3615	avoid-all-contact-day .	what ?
3616	something wrong with the stairs ?	avoid-all-contact-day .
3620	i gotta get out of here .	you just stay put . you need rest .
3621	you had a nasty bump .	i gotta get out of here .
3633	excuse us, dear .	it's okay, dan
3638	he's inside you, where he hides .	what do you mean ?
3639	where is he ?	he's inside you, where he hides .
3643	who says i don't like you ?	my friend, with the funny hand .
3650	is that who you're waiting for ?	no . . .
3655	i'm sorry your boyfriend got killed .	how did you know that ?
3656	my name is . . .	i'm sorry your boyfriend got killed .
3657	it's lonely in there, in my room .	my name is . . .
3658	shouldn't you be in your room, jacob ?	it's lonely in there, in my room .
3660	hey . . .wake up .	huh ?
3662	there you go . love you .	me too .
3663	you're right .	there you go . love you .
3672	i know .	okay, babe . what's the matter ?
3676	jesus ! don't do that !	sorry, babe .
3677	hi, beautiful .	jesus ! don't do that !
3679	but dad --	now .
3682	alice !	i've got to go .
3687	alice . . .	since when are you such a smart shopper ?
3688	very funny .	alice . . .
3689	sobering . . .	very funny .
3690	how was the meeting ?	sobering . . .
3697	where are we going ?	to take a picture .
3700	no . a deal's a deal .	dad !
3706	so did dan .	he sure loves to stay awake .
3707	you do good work, alice .	so did dan .
3713	you think that's the place she's buried ?	if they actually bothered to bury her .
3751	no shit .	i don't understand .
3752	poor woman . . .	no shit .
3760	they think i'm nuts .	that's their problem .
3768	my baby !	what, you named it already ?
3769	who's jacob ?	my baby !
3777	then get out !	mark !
3783	mark, are you okay ?	yeah . i'm just aces .
3785	i've got to write some of this down .	that's why it's my fault dan's dead .
3789	not to mention the heartbreak of psoriasis .	greta, come on . one burger with me ?
3802	next life . oh, what's that ?	my undying love . have some .
3809	stop saying that, it's bullshit .	i want to talk about the baby .
3819	you, too ?	he invited me to his house last night .
3821	it's okay .	stick around, please ?
3827	vomit ?	faint .
3833	but if they <u>do</u> ?	i don't know .
3843	unidentified flying objects .	then . . .this is a 'flying saucer ?'
3858	your 'out .' this came for you .	my father ! he's not - ?
3859	what is it ?	your 'out .' this came for you .
3872	well ?	i'm with <u>you !</u>
3874	wonder where powell and carney are ?	we'll have to look for them later .
3875	somewhere down there ?	wonder where powell and carney are ?
3878	you hear that ?	the sound again ?
3886	yeah ?	listen ! hear that ?
3895	you've got to let us try, skipper --	'us ?'
3897	we're stuck tight !	skipper ! look at the depth gauge !
3910	huh ?	i might have a son like <u>that !</u>
3917	reef !	so they caught up with you, too ?
3922	sidearms ? but the saucer's dead .	we hope !
3925	you better take powell and carney with you --	the frogmen ?
3927	what course, skipper ?	right at our one-eyed friend !
3933	what about down ?	i . . .don't know !
3934	seems to be all around . . .	what about down ?
